IOtype,1000,ObjectType
RunModelType,1001,ObjectType
AxisType,1002,ObjectType
MeanDistance,1003,ObjectType
CamType,1004,ObjectType
PumpType,1005,ObjectType
mscTyoe,1006,ObjectType
CentrifugeType,1007,ObjectType
PcrType,1008,ObjectType
PMTType,1009,ObjectType
NAEBotType,1010,ObjectType
OscillateType,1011,ObjectType
VibrateAndHeatType,1012,ObjectType
PlungerpType,1013,ObjectType
http___gibh_addDev_com,5000,Object
mscTyoe_OpticalModel,5001,Object
RunModelType_XUint,5002,Object
RunModelType_Yuint,5003,Object
RunModelType_ZUint,5004,Object
RunModelType_AUint,5005,Object
RunModelType_IOUint,5006,Object
mscTyoe_DualModel,5007,Object
mscTyoe_Balser,5008,Object
mscTyoe_IF2451,5009,Object
mscTyoe_Tecan,5010,Object
NAEbot_centrifuge,5011,Object
NAEBotType_centrifuge,5012,Object
mscTyoe_AutoPlungerp,5013,Object
NAEBotType_DualTip,5014,Object
NAEBotType_LinearModel,5015,Object
NAEBotType_PMT,5016,Object
Athena_AutoPlungerp,5017,Object
NAEBotType_Oscillate,5018,Object
NAEBotType_VibrateHeat,5019,Object
NAEbot,5022,Object
NAEbot_DualTip,5023,Object
NAEbot_LinearModel,5024,Object
NAEbot_Oscillate,5025,Object
NAEbot_PMT,5026,Object
Athena,5027,Object
NAEbot_VibrateHeat,5028,Object
Athena_DualModel,5029,Object
Athena_IF2451,5030,Object
Athena_OpticalModel,5031,Object
Athena_Tecan,5032,Object
Athena_DualModel_AUint,5034,Object
Athena_DualModel_IOUint,5035,Object
Athena_DualModel_Yuint,5038,Object
Athena_DualModel_XUint,5039,Object
Athena_DualModel_ZUint,5040,Object
Athena_OpticalModel_AUint,5041,Object
Athena_OpticalModel_IOUint,5042,Object
Athena_OpticalModel_XUint,5045,Object
Athena_OpticalModel_Yuint,5046,Object
Athena_OpticalModel_ZUint,5047,Object
NAEbot_LinearModel_AUint,5048,Object
NAEbot_LinearModel_IOUint,5049,Object
NAEbot_LinearModel_XUint,5050,Object
NAEbot_LinearModel_Yuint,5051,Object
NAEbot_LinearModel_ZUint,5052,Object
Athena_Balser,5053,Object
http___gibh_addDev_com_IsNamespaceSubset,6000,Variable
http___gibh_addDev_com_NamespacePublicationDate,6001,Variable
http___gibh_addDev_com_NamespaceUri,6002,Variable
http___gibh_addDev_com_NamespaceVersion,6003,Variable
http___gibh_addDev_com_StaticNodeIdTypes,6004,Variable
http___gibh_addDev_com_StaticNumericNodeIdRange,6005,Variable
http___gibh_addDev_com_StaticStringNodeIdPattern,6006,Variable
http___gibh_addDev_com_DefaultRolePermissions,6007,Variable
IOtype_Input1States,6008,Variable
IOtype_SetIO_InputArguments,6009,Variable
IOtype_SetIO_OutputArguments,6010,Variable
IOtype_SetIO_Set,6011,Variable
IOtype_ReadIO_InputArguments,6012,Variable
IOtype_ReadIO_OutputArguments,6013,Variable
IOtype_ReadIO_index,6014,Variable
IOtype_Input2States,6015,Variable
AxisType_MechineAxis,6016,Variable
AxisType_LocalAxis,6017,Variable
RunModelType_Jog_InputArguments,6018,Variable
RunModelType_Jog_OutputArguments,6019,Variable
RunModelType_SetZero_InputArguments,6020,Variable
RunModelType_SetZero_OutputArguments,6021,Variable
RunModelType_Reset_InputArguments,6022,Variable
RunModelType_Reset_OutputArguments,6023,Variable
RunModelType_Goto_InputArguments,6024,Variable
RunModelType_Goto_OutputArguments,6025,Variable
RunModelType_RunScript_InputArguments,6026,Variable
RunModelType_RunScript_OutputArguments,6027,Variable
CamType_Name,6028,Variable
CamType_StartCapture_InputArguments,6029,Variable
CamType_StartCapture_OutputArguments,6030,Variable
CamType_SetMode_InputArguments,6031,Variable
CamType_SetMode_OutputArguments,6032,Variable
MeanDistance_Name,6033,Variable
MeanDistance_StartCapture_InputArguments,6034,Variable
MeanDistance_StartCapture_OutputArguments,6035,Variable
PumpType_Abs,6036,Variable
PumpType_GotoAbs_InputArguments,6037,Variable
PumpType_GotoAbs_OutputArguments,6038,Variable
CentrifugeType_Id,6039,Variable
CentrifugeType_Speed,6040,Variable
CentrifugeType_StartCentrifuge_InputArguments,6041,Variable
CentrifugeType_StartCentrifuge_OutputArguments,6042,Variable
CentrifugeType_StopCentrifuge_InputArguments,6043,Variable
CentrifugeType_StopCentrifuge_OutputArguments,6044,Variable
CentrifugeType_Status,6045,Variable
PlungerpType_Id,6046,Variable
PcrType_Id,6047,Variable
PcrType_SetTmep,6048,Variable
PcrType_CurTemp,6049,Variable
PcrType_Start_InputArguments,6050,Variable
PcrType_Start_OutputArguments,6051,Variable
PcrType_Stop_InputArguments,6052,Variable
PcrType_Stop_OutputArguments,6053,Variable
PMTType_Id,6054,Variable
PMTType_StartCapture_InputArguments,6055,Variable
PMTType_StartCapture_OutputArguments,6056,Variable
PMTType_StopCapture_InputArguments,6057,Variable
PMTType_StopCapture_OutputArguments,6058,Variable
PMTType_GetPmtValue_InputArguments,6059,Variable
PMTType_GetPmtValue_OutputArguments,6060,Variable
OscillateType_Id,6061,Variable
OscillateType_moduleType,6062,Variable
CentrifugeType_CtrlLid_InputArguments,6063,Variable
OscillateType_Start_InputArguments,6064,Variable
OscillateType_Start_OutputArguments,6065,Variable
OscillateType_Stop_InputArguments,6066,Variable
OscillateType_Stop_OutputArguments,6067,Variable
VibrateAndHeatType_Id,6068,Variable
CentrifugeType_CtrlLid_OutputArguments,6069,Variable
VibrateAndHeatType_mode,6070,Variable
PumpType_SetSpeed_InputArguments,6071,Variable
PumpType_SetSpeed_OutputArguments,6072,Variable
CentrifugeType_Mode,6073,Variable
VibrateAndHeatType_Start_InputArguments,6074,Variable
VibrateAndHeatType_Start_OutputArguments,6075,Variable
VibrateAndHeatType_Stop_InputArguments,6076,Variable
VibrateAndHeatType_Stop_OutputArguments,6077,Variable
VibrateAndHeatType_Status,6078,Variable
OscillateType_Status,6079,Variable
Athena_DualModel_Goto_InputArguments,6080,Variable
Athena_DualModel_Goto_OutputArguments,6081,Variable
Athena_DualModel_Jog_InputArguments,6082,Variable
Athena_DualModel_Jog_OutputArguments,6083,Variable
Athena_DualModel_Reset_InputArguments,6084,Variable
Athena_DualModel_Reset_OutputArguments,6085,Variable
MeanDistance_StopCapture_InputArguments,6086,Variable
MeanDistance_StopCapture_OutputArguments,6087,Variable
MeanDistance_GetCurDistance_InputArguments,6088,Variable
MeanDistance_GetCurDistance_OutputArguments,6089,Variable
CamType_Mode,6090,Variable
CamType_exposure,6091,Variable
CamType_StopCapture_InputArguments,6092,Variable
CamType_StopCapture_OutputArguments,6093,Variable
CamType_SetExposure_InputArguments,6094,Variable
CamType_SetExposure_OutputArguments,6095,Variable
Athena_DualModel_SetZero_InputArguments,6096,Variable
Athena_DualModel_SetZero_OutputArguments,6097,Variable
Athena_DualModel_RunScript_InputArguments,6098,Variable
Athena_DualModel_RunScript_OutputArguments,6099,Variable
Athena_IF2451_GetCurDistance_InputArguments,6100,Variable
Athena_IF2451_GetCurDistance_OutputArguments,6101,Variable
Athena_IF2451_Name,6102,Variable
Athena_IF2451_StartCapture_InputArguments,6103,Variable
Athena_IF2451_StartCapture_OutputArguments,6104,Variable
Athena_IF2451_StopCapture_InputArguments,6105,Variable
Athena_IF2451_StopCapture_OutputArguments,6106,Variable
Athena_OpticalModel_Goto_InputArguments,6107,Variable
Athena_OpticalModel_Goto_OutputArguments,6108,Variable
Athena_OpticalModel_Reset_InputArguments,6109,Variable
Athena_OpticalModel_Reset_OutputArguments,6110,Variable
NAEbot_centrifuge_CtrlLid_InputArguments,6111,Variable
NAEbot_centrifuge_CtrlLid_OutputArguments,6112,Variable
Athena_OpticalModel_Jog_InputArguments,6113,Variable
Athena_OpticalModel_Jog_OutputArguments,6114,Variable
Athena_OpticalModel_RunScript_InputArguments,6115,Variable
Athena_OpticalModel_RunScript_OutputArguments,6116,Variable
Athena_OpticalModel_SetZero_InputArguments,6117,Variable
Athena_OpticalModel_SetZero_OutputArguments,6118,Variable
Athena_Tecan_GotoAbs_InputArguments,6119,Variable
Athena_Tecan_GotoAbs_OutputArguments,6120,Variable
Athena_Tecan_Abs,6121,Variable
Athena_Tecan_SetSpeed_InputArguments,6122,Variable
Athena_Tecan_SetSpeed_OutputArguments,6123,Variable
Athena_DualModel_AUint_LocalAxis,6124,Variable
Athena_DualModel_AUint_MechineAxis,6125,Variable
Athena_DualModel_XUint_LocalAxis,6126,Variable
Athena_DualModel_XUint_MechineAxis,6127,Variable
Athena_DualModel_Yuint_LocalAxis,6128,Variable
Athena_DualModel_Yuint_MechineAxis,6129,Variable
Athena_DualModel_ZUint_LocalAxis,6130,Variable
Athena_DualModel_ZUint_MechineAxis,6131,Variable
Athena_OpticalModel_AUint_LocalAxis,6132,Variable
Athena_OpticalModel_AUint_MechineAxis,6133,Variable
Athena_OpticalModel_IOUint_Input1States,6134,Variable
Athena_OpticalModel_IOUint_Input2States,6135,Variable
Athena_OpticalModel_IOUint_ReadIO_InputArguments,6136,Variable
Athena_OpticalModel_IOUint_ReadIO_OutputArguments,6137,Variable
Athena_OpticalModel_IOUint_SetIO_InputArguments,6138,Variable
Athena_OpticalModel_IOUint_SetIO_OutputArguments,6139,Variable
Athena_OpticalModel_XUint_MechineAxis,6140,Variable
Athena_OpticalModel_XUint_LocalAxis,6141,Variable
Athena_OpticalModel_Yuint_LocalAxis,6142,Variable
Athena_OpticalModel_Yuint_MechineAxis,6143,Variable
Athena_OpticalModel_ZUint_MechineAxis,6144,Variable
Athena_OpticalModel_ZUint_LocalAxis,6145,Variable
Athena_DualModel_IOUint_Input1States,6146,Variable
Athena_DualModel_IOUint_ReadIO_InputArguments,6147,Variable
Athena_DualModel_IOUint_ReadIO_OutputArguments,6148,Variable
Athena_DualModel_IOUint_Input2States,6149,Variable
Athena_DualModel_IOUint_SetIO_InputArguments,6150,Variable
Athena_DualModel_IOUint_SetIO_OutputArguments,6151,Variable
NAEbot_DualTip_Abs,6152,Variable
NAEbot_DualTip_GotoAbs_InputArguments,6153,Variable
NAEbot_DualTip_GotoAbs_OutputArguments,6154,Variable
NAEbot_DualTip_SetSpeed_InputArguments,6155,Variable
NAEbot_DualTip_SetSpeed_OutputArguments,6156,Variable
NAEbot_LinearModel_Goto_InputArguments,6157,Variable
NAEbot_LinearModel_Goto_OutputArguments,6158,Variable
NAEbot_centrifuge_Id,6159,Variable
NAEbot_centrifuge_Mode,6160,Variable
NAEbot_LinearModel_Jog_InputArguments,6161,Variable
NAEbot_LinearModel_Jog_OutputArguments,6162,Variable
NAEbot_LinearModel_Reset_InputArguments,6163,Variable
NAEbot_LinearModel_Reset_OutputArguments,6164,Variable
NAEbot_LinearModel_RunScript_InputArguments,6165,Variable
NAEbot_LinearModel_RunScript_OutputArguments,6166,Variable
NAEbot_LinearModel_SetZero_InputArguments,6167,Variable
NAEbot_LinearModel_SetZero_OutputArguments,6168,Variable
NAEbot_Oscillate_Id,6169,Variable
NAEbot_Oscillate_moduleType,6170,Variable
NAEbot_Oscillate_Start_InputArguments,6171,Variable
NAEbot_Oscillate_Start_OutputArguments,6172,Variable
NAEbot_Oscillate_Stop_InputArguments,6173,Variable
NAEbot_Oscillate_Stop_OutputArguments,6174,Variable
NAEbot_Oscillate_Status,6175,Variable
NAEbot_PMT_GetPmtValue_InputArguments,6176,Variable
NAEbot_PMT_GetPmtValue_OutputArguments,6177,Variable
NAEbot_PMT_Id,6178,Variable
NAEbot_PMT_StartCapture_InputArguments,6179,Variable
NAEbot_PMT_StartCapture_OutputArguments,6180,Variable
NAEbot_PMT_StopCapture_InputArguments,6181,Variable
NAEbot_PMT_StopCapture_OutputArguments,6182,Variable
NAEbot_VibrateHeat_Id,6183,Variable
NAEbot_VibrateHeat_mode,6184,Variable
NAEbot_VibrateHeat_Start_InputArguments,6185,Variable
NAEbot_VibrateHeat_Start_OutputArguments,6186,Variable
NAEbot_VibrateHeat_Status,6187,Variable
NAEbot_VibrateHeat_Stop_InputArguments,6188,Variable
NAEbot_VibrateHeat_Stop_OutputArguments,6189,Variable
NAEbot_LinearModel_AUint_LocalAxis,6190,Variable
NAEbot_LinearModel_AUint_MechineAxis,6191,Variable
NAEbot_LinearModel_IOUint_Input1States,6192,Variable
NAEbot_LinearModel_IOUint_Input2States,6193,Variable
NAEbot_LinearModel_IOUint_ReadIO_InputArguments,6194,Variable
NAEbot_LinearModel_IOUint_ReadIO_OutputArguments,6195,Variable
NAEbot_LinearModel_IOUint_SetIO_InputArguments,6196,Variable
NAEbot_LinearModel_IOUint_SetIO_OutputArguments,6197,Variable
NAEbot_LinearModel_XUint_LocalAxis,6198,Variable
NAEbot_LinearModel_XUint_MechineAxis,6199,Variable
NAEbot_centrifuge_Speed,6200,Variable
NAEbot_LinearModel_ZUint_LocalAxis,6201,Variable
NAEbot_LinearModel_ZUint_MechineAxis,6202,Variable
NAEbot_LinearModel_Yuint_MechineAxis,6203,Variable
NAEbot_LinearModel_Yuint_LocalAxis,6204,Variable
Athena_Balser_exposure,6205,Variable
Athena_Balser_Mode,6206,Variable
Athena_Balser_Name,6207,Variable
Athena_Balser_SetExposure_InputArguments,6208,Variable
Athena_Balser_SetExposure_OutputArguments,6209,Variable
Athena_Balser_SetMode_InputArguments,6210,Variable
Athena_Balser_SetMode_OutputArguments,6211,Variable
Athena_Balser_StartCapture_InputArguments,6212,Variable
Athena_Balser_StartCapture_OutputArguments,6213,Variable
Athena_Balser_StopCapture_InputArguments,6214,Variable
Athena_Balser_StopCapture_OutputArguments,6215,Variable
NAEbot_centrifuge_StartCentrifuge_InputArguments,6216,Variable
NAEbot_centrifuge_StartCentrifuge_OutputArguments,6217,Variable
NAEbot_centrifuge_Status,6218,Variable
NAEbot_centrifuge_StopCentrifuge_InputArguments,6219,Variable
NAEbot_centrifuge_StopCentrifuge_OutputArguments,6220,Variable
VibrateAndHeatType_Temp,6221,Variable
NAEbot_VibrateHeat_Temp,6222,Variable
PlungerpType_Acc,6223,Variable
PlungerpType_Dec,6224,Variable
PlungerpType_VStart,6225,Variable
PlungerpType_VEnd,6226,Variable
PlungerpType_VMax,6227,Variable
PlungerpType_Pos,6228,Variable
PlungerpType_Compensation,6229,Variable
PlungerpType_SetSpeed_InputArguments,6230,Variable
PlungerpType_SetSpeed_OutputArguments,6231,Variable
PlungerpType_SetStartSpeed_InputArguments,6232,Variable
PlungerpType_SetStartSpeed_OutputArguments,6233,Variable
PlungerpType_SetSlope_InputArguments,6234,Variable
PlungerpType_SetSlope_OutputArguments,6235,Variable
PlungerpType_SetCompensation_InputArguments,6236,Variable
PlungerpType_SetCompensation_OutputArguments,6237,Variable
PlungerpType_Status,6238,Variable
PlungerpType_RelativePump_InputArguments,6239,Variable
PlungerpType_RelativePump_OutputArguments,6240,Variable
PlungerpType_RelativeDischarge_InputArguments,6241,Variable
PlungerpType_RelativeDischarge_OutputArguments,6242,Variable
PlungerpType_CheckError_InputArguments,6243,Variable
PlungerpType_CheckError_OutputArguments,6244,Variable
PlungerpType_EjectTip_InputArguments,6245,Variable
PlungerpType_EjectTip_OutputArguments,6246,Variable
PlungerpType_GoAbs_InputArguments,6247,Variable
PlungerpType_GoAbs_OutputArguments,6248,Variable
Athena_AutoPlungerp_Acc,6249,Variable
Athena_AutoPlungerp_CheckError_InputArguments,6250,Variable
Athena_AutoPlungerp_CheckError_OutputArguments,6251,Variable
Athena_AutoPlungerp_Compensation,6252,Variable
Athena_AutoPlungerp_Dec,6253,Variable
Athena_AutoPlungerp_EjectTip_InputArguments,6254,Variable
Athena_AutoPlungerp_EjectTip_OutputArguments,6255,Variable
Athena_AutoPlungerp_GoAbs_InputArguments,6256,Variable
Athena_AutoPlungerp_GoAbs_OutputArguments,6257,Variable
Athena_AutoPlungerp_Pos,6258,Variable
Athena_AutoPlungerp_Id,6259,Variable
Athena_AutoPlungerp_RelativeDischarge_InputArguments,6260,Variable
Athena_AutoPlungerp_RelativeDischarge_OutputArguments,6261,Variable
Athena_AutoPlungerp_RelativePump_InputArguments,6262,Variable
Athena_AutoPlungerp_RelativePump_OutputArguments,6263,Variable
Athena_AutoPlungerp_SetSlope_InputArguments,6264,Variable
Athena_AutoPlungerp_SetSlope_OutputArguments,6265,Variable
Athena_AutoPlungerp_SetCompensation_InputArguments,6266,Variable
Athena_AutoPlungerp_SetCompensation_OutputArguments,6267,Variable
Athena_AutoPlungerp_SetSpeed_InputArguments,6268,Variable
Athena_AutoPlungerp_SetSpeed_OutputArguments,6269,Variable
Athena_AutoPlungerp_SetStartSpeed_InputArguments,6270,Variable
Athena_AutoPlungerp_SetStartSpeed_OutputArguments,6271,Variable
Athena_AutoPlungerp_Status,6272,Variable
Athena_AutoPlungerp_VMax,6273,Variable
Athena_AutoPlungerp_VEnd,6274,Variable
Athena_AutoPlungerp_VStart,6275,Variable
IOtype_SetIO,7000,Method
IOtype_ReadIO,7001,Method
RunModelType_Jog,7002,Method
RunModelType_SetZero,7003,Method
RunModelType_Reset,7004,Method
RunModelType_Goto,7005,Method
RunModelType_RunScript,7006,Method
CamType_StartCapture,7007,Method
CamType_SetMode,7008,Method
MeanDistance_StartCapture,7009,Method
PumpType_GotoAbs,7010,Method
CentrifugeType_StartCentrifuge,7011,Method
CentrifugeType_StopCentrifuge,7012,Method
PcrType_Start,7013,Method
PcrType_Stop,7014,Method
PMTType_StartCapture,7015,Method
PMTType_StopCapture,7016,Method
PMTType_GetPmtValue,7017,Method
OscillateType_Start,7018,Method
OscillateType_Stop,7019,Method
VibrateAndHeatType_Start,7020,Method
VibrateAndHeatType_Stop,7021,Method
Athena_DualModel_Goto,7022,Method
PumpType_SetSpeed,7023,Method
Athena_DualModel_Jog,7024,Method
Athena_DualModel_Reset,7025,Method
Athena_DualModel_SetZero,7026,Method
Athena_DualModel_RunScript,7027,Method
Athena_IF2451_GetCurDistance,7028,Method
MeanDistance_StopCapture,7029,Method
MeanDistance_GetCurDistance,7030,Method
CamType_StopCapture,7031,Method
CamType_SetExposure,7032,Method
Athena_IF2451_StartCapture,7033,Method
Athena_IF2451_StopCapture,7034,Method
Athena_OpticalModel_Goto,7035,Method
Athena_OpticalModel_Reset,7036,Method
CentrifugeType_CtrlLid,7037,Method
Athena_OpticalModel_Jog,7038,Method
Athena_OpticalModel_RunScript,7039,Method
Athena_OpticalModel_SetZero,7040,Method
Athena_Tecan_GotoAbs,7041,Method
Athena_Tecan_SetSpeed,7042,Method
Athena_OpticalModel_IOUint_ReadIO,7043,Method
Athena_OpticalModel_IOUint_SetIO,7044,Method
Athena_DualModel_IOUint_ReadIO,7045,Method
Athena_DualModel_IOUint_SetIO,7046,Method
NAEbot_DualTip_GotoAbs,7047,Method
NAEbot_DualTip_SetSpeed,7048,Method
NAEbot_LinearModel_Goto,7049,Method
NAEbot_centrifuge_CtrlLid,7050,Method
NAEbot_LinearModel_Jog,7051,Method
NAEbot_LinearModel_Reset,7052,Method
NAEbot_LinearModel_RunScript,7053,Method
NAEbot_LinearModel_SetZero,7054,Method
NAEbot_Oscillate_Start,7055,Method
NAEbot_Oscillate_Stop,7056,Method
NAEbot_PMT_GetPmtValue,7057,Method
NAEbot_PMT_StartCapture,7058,Method
NAEbot_PMT_StopCapture,7059,Method
NAEbot_VibrateHeat_Start,7060,Method
NAEbot_VibrateHeat_Stop,7061,Method
NAEbot_LinearModel_IOUint_ReadIO,7062,Method
NAEbot_LinearModel_IOUint_SetIO,7063,Method
Athena_Balser_SetExposure,7064,Method
Athena_Balser_SetMode,7065,Method
Athena_Balser_StartCapture,7066,Method
